name,type,category,data_name,data_users,collections,parent,parent_type,children,hide_viewport,hide_render,visible,location,rotation_euler,scale,matrix_world_translation,matrix_parent_inverse_translation,modifier_count,constraint_count,animation_action,driver_count,nla_track_count,bounds_min,bounds_max,bounds_center,dimensions_world,origin_to_bounds_center,origin_detached_candidate
HERO_CarAmberHoodRead,LIGHT,CLOTHING,HERO_CarAmberHoodRead_Data,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.265153884887695, 1.978294849395752, 5.190776824951172]","[-0.018606707453727722, 0.020346131175756454, 3.3069701194763184]","[3.5268781185150146, 3.5269880294799805, 1.0043387413024902]","[5.265153884887695, 1.978294849395752, 5.190776824951172]","[0.0, 0.0, 0.0]",0,0,HERO_CarAmberHoodReadAction,0,0,,,,,,False
HERO_CarAmberRoofRead,LIGHT,OTHER,HERO_CarAmberRoofRead_Data,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.1865057945251465, 1.9953433275222778, 5.201615333557129]","[0.04073687642812729, 0.029513869434595108, -0.6313019394874573]","[2.981391191482544, 2.981224298477173, 1.0181806087493896]","[-5.1865057945251465, 1.9953433275222778, 5.201615333557129]","[0.0, 0.0, 0.0]",0,0,HERO_CarAmberRoofReadAction,0,0,,,,,,False
HERO_CarWarmSideGlint,LIGHT,CHARACTER,HERO_CarWarmSideGlint_Data,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[0.00734373927116394, 22.906091690063477, 7.155600547790527]","[-0.008619682863354683, -4.607848680393545e-08, -1.570796251296997]","[2.4712367057800293, 2.4711599349975586, 1.0001896619796753]","[0.00734373927116394, 22.906091690063477, 7.155600547790527]","[0.0, 0.0, 0.0]",0,0,HERO_CarWarmSideGlintAction,0,0,,,,,,False
HERO_Curb_VerticalFace,MESH,CHARACTER,Cube.196,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 19.022600173950195, -0.015452387742698193]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 19.022600173950195, -0.015452387742698193]","[0.0, 0.0, 0.0]",2,0,HERO_Curb_VerticalFaceAction,0,0,"[-13.453507423400879, 18.871179580688477, -0.12319360673427582]","[13.453507423400879, 19.06260108947754, 0.05954761430621147]","[0.0, 18.966890335083008, -0.031822994351387024]","[26.907014846801758, 0.1914215087890625, 0.1827412247657776]",0.058065332948284,False
HERO_CyanUnderglow_Area,LIGHT,OTHER,HERO_CyanUnderglow_Area_Data,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-1.5229530334472656, 5.177516937255859, 0.07527600228786469]","[0.0, -0.0, -1.0902292728424072]","[2.4484784603118896, 1.9351017475128174, 1.0]","[-1.5229530334472656, 5.177516937255859, 0.07527600228786469]","[0.0, 0.0, 0.0]",0,0,HERO_CyanUnderglow_AreaAction,0,0,,,,,,False
HERO_DoubleDoor_CenterMeet_1,MESH,OTHER,Cube.175,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_CenterMeet_1Action,0,0,"[-2.7312867641448975, 23.746999740600586, 0.060000061988830566]","[-2.696286916732788, 23.87700080871582, 3.3043012619018555]","[-2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.034999847412109375, 0.13000106811523438, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_CenterMeet_2,MESH,OTHER,Cube.183,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_CenterMeet_2Action,0,0,"[2.696286916732788, 23.746999740600586, 0.060000061988830566]","[2.7312867641448975, 23.87700080871582, 3.3043012619018555]","[2.7137868404388428, 23.812000274658203, 1.6821506023406982]","[0.034999847412109375, 0.13000106811523438, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_LeftSide_1,MESH,OTHER,Cube.174,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_LeftSide_1Action,0,0,"[-4.150805950164795, 23.752500534057617, 0.060000061988830566]","[-4.1158061027526855, 23.877500534057617, 3.3043012619018555]","[-4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.034999847412109375, 0.125, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_LeftSide_2,MESH,OTHER,Cube.182,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_LeftSide_2Action,0,0,"[1.2767674922943115, 23.752500534057617, 0.060000061988830566]","[1.311767578125, 23.877500534057617, 3.3043012619018555]","[1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.03500008583068848, 0.125, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_RightSide_1,MESH,OTHER,Cube.176,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_RightSide_1Action,0,0,"[-1.311767578125, 23.752500534057617, 0.060000061988830566]","[-1.2767674922943115, 23.877500534057617, 3.3043012619018555]","[-1.2942675352096558, 23.815000534057617, 1.6821506023406982]","[0.03500008583068848, 0.125, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_RightSide_2,MESH,OTHER,Cube.184,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_RightSide_2Action,0,0,"[4.1158061027526855, 23.752500534057617, 0.060000061988830566]","[4.150805950164795, 23.877500534057617, 3.3043012619018555]","[4.13330602645874, 23.815000534057617, 1.6821506023406982]","[0.034999847412109375, 0.125, 3.2443013191223145]",0.0,False
HERO_DoubleDoor_TopFrame_1,MESH,OTHER,Cube.177,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_TopFrame_1Action,0,0,"[-4.13330602645874, 23.746999740600586, 3.286801338195801]","[-1.2942675352096558, 23.87700080871582, 3.32180118560791]","[-2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[2.839038372039795, 0.13000106811523438, 0.034999847412109375]",0.0,False
HERO_DoubleDoor_TopFrame_2,MESH,OTHER,Cube.185,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[0.0, 0.0, 0.0]",2,0,HERO_DoubleDoor_TopFrame_2Action,0,0,"[1.2942675352096558, 23.746999740600586, 3.286801338195801]","[4.13330602645874, 23.87700080871582, 3.32180118560791]","[2.7137868404388428, 23.812000274658203, 3.3043012619018555]","[2.839038372039795, 0.13000106811523438, 0.034999847412109375]",0.0,False
HERO_GlassStorefront_Bay_0,MESH,OTHER,Cube.112,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-8.14136028289795, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-8.14136028289795, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_GlassStorefront_Bay_0Action,0,0,"[-10.228888511657715, 23.852001190185547, 0.060000061988830566]","[-6.053832054138184, 23.88800048828125, 3.9316530227661133]","[-8.14136028289795, 23.8700008392334, 1.9958264827728271]","[4.175056457519531, 0.035999298095703125, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_GlassStorefront_Bay_1,MESH,OTHER,Cube.170,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.7137868404388428, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.7137868404388428, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_GlassStorefront_Bay_1Action,0,0,"[-4.8013153076171875, 23.852001190185547, 0.060000061988830566]","[-0.6262586116790771, 23.88800048828125, 3.9316530227661133]","[-2.713787078857422, 23.8700008392334, 1.9958264827728271]","[4.175056457519531, 0.035999298095703125, 3.8716530799865723]",2.6656007498500226e-07,False
HERO_GlassStorefront_Bay_2,MESH,OTHER,Cube.178,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[2.7137868404388428, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.7137868404388428, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_GlassStorefront_Bay_2Action,0,0,"[0.6262586116790771, 23.852001190185547, 0.060000061988830566]","[4.8013153076171875, 23.88800048828125, 3.9316530227661133]","[2.713787078857422, 23.8700008392334, 1.9958264827728271]","[4.175056457519531, 0.035999298095703125, 3.8716530799865723]",2.6656007498500226e-07,False
HERO_GlassStorefront_Bay_3,MESH,OTHER,Cube.186,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[8.14136028289795, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.14136028289795, 23.8700008392334, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_GlassStorefront_Bay_3Action,0,0,"[6.053832054138184, 23.852001190185547, 0.060000061988830566]","[10.228888511657715, 23.88800048828125, 3.9316530227661133]","[8.14136028289795, 23.8700008392334, 1.9958264827728271]","[4.175056457519531, 0.035999298095703125, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_HParking_CenterSpine,MESH,OTHER,Cube.222,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 2.6500000953674316, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 2.6500000953674316, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_CenterSpineAction,0,0,"[-9.254709243774414, 2.6125001907348633, 0.003000006079673767]","[9.254709243774414, 2.6875, 0.003000006079673767]","[0.0, 2.6500000953674316, 0.003000006079673767]","[18.509418487548828, 0.07499980926513672, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_0,MESH,OTHER,Cube.206,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-9.254709243774414, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-9.254709243774414, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_0Action,0,0,"[-9.29220962524414, -0.5835285186767578, 0.003000006079673767]","[-9.217208862304688, 2.883528470993042, 0.003000006079673767]","[-9.254709243774414, 1.149999976158142, 0.003000006079673767]","[0.07500076293945312, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_1,MESH,OTHER,Cube.207,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-6.610506534576416, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-6.610506534576416, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_1Action,0,0,"[-6.648006439208984, -0.5835285186767578, 0.003000006079673767]","[-6.573006629943848, 2.883528470993042, 0.003000006079673767]","[-6.610506534576416, 1.149999976158142, 0.003000006079673767]","[0.07499980926513672, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_2,MESH,OTHER,Cube.208,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-3.966303825378418, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-3.966303825378418, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_2Action,0,0,"[-4.003803730010986, -0.5835285186767578, 0.003000006079673767]","[-3.9288039207458496, 2.883528470993042, 0.003000006079673767]","[-3.966303825378418, 1.149999976158142, 0.003000006079673767]","[0.07499980926513672, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_3,MESH,OTHER,Cube.209,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-1.3221012353897095, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.3221012353897095, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_3Action,0,0,"[-1.3596012592315674, -0.5835285186767578, 0.003000006079673767]","[-1.2846012115478516, 2.883528470993042, 0.003000006079673767]","[-1.3221012353897095, 1.149999976158142, 0.003000006079673767]","[0.07500004768371582, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_4,MESH,OTHER,Cube.210,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[1.3221012353897095, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1.3221012353897095, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_4Action,0,0,"[1.2846012115478516, -0.5835285186767578, 0.003000006079673767]","[1.3596012592315674, 2.883528470993042, 0.003000006079673767]","[1.3221012353897095, 1.149999976158142, 0.003000006079673767]","[0.07500004768371582, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_5,MESH,OTHER,Cube.211,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[3.966303825378418, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[3.966303825378418, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_5Action,0,0,"[3.9288039207458496, -0.5835285186767578, 0.003000006079673767]","[4.003803730010986, 2.883528470993042, 0.003000006079673767]","[3.966303825378418, 1.149999976158142, 0.003000006079673767]","[0.07499980926513672, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_6,MESH,OTHER,Cube.212,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[6.610506534576416, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[6.610506534576416, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_6Action,0,0,"[6.573006629943848, -0.5835285186767578, 0.003000006079673767]","[6.648006439208984, 2.883528470993042, 0.003000006079673767]","[6.610506534576416, 1.149999976158142, 0.003000006079673767]","[0.07499980926513672, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row0_Divider_7,MESH,OTHER,Cube.213,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[9.254709243774414, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[9.254709243774414, 1.149999976158142, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row0_Divider_7Action,0,0,"[9.217208862304688, -0.5835285186767578, 0.003000006079673767]","[9.29220962524414, 2.883528470993042, 0.003000006079673767]","[9.254709243774414, 1.149999976158142, 0.003000006079673767]","[0.07500076293945312, 3.4670569896698, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_0,MESH,OTHER,Cube.214,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-9.254709243774414, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-9.254709243774414, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_0Action,0,0,"[-9.29220962524414, 2.416471481323242, 0.003000006079673767]","[-9.217208862304688, 5.883528709411621, 0.003000006079673767]","[-9.254709243774414, 4.150000095367432, 0.003000006079673767]","[0.07500076293945312, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_1,MESH,OTHER,Cube.215,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-6.610506534576416, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-6.610506534576416, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_1Action,0,0,"[-6.648006439208984, 2.416471481323242, 0.003000006079673767]","[-6.573006629943848, 5.883528709411621, 0.003000006079673767]","[-6.610506534576416, 4.150000095367432, 0.003000006079673767]","[0.07499980926513672, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_2,MESH,OTHER,Cube.216,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-3.966303825378418, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-3.966303825378418, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_2Action,0,0,"[-4.003803730010986, 2.416471481323242, 0.003000006079673767]","[-3.9288039207458496, 5.883528709411621, 0.003000006079673767]","[-3.966303825378418, 4.150000095367432, 0.003000006079673767]","[0.07499980926513672, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_3,MESH,OTHER,Cube.217,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-1.3221012353897095, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-1.3221012353897095, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_3Action,0,0,"[-1.3596012592315674, 2.416471481323242, 0.003000006079673767]","[-1.2846012115478516, 5.883528709411621, 0.003000006079673767]","[-1.3221012353897095, 4.150000095367432, 0.003000006079673767]","[0.07500004768371582, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_4,MESH,OTHER,Cube.218,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[1.3221012353897095, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[1.3221012353897095, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_4Action,0,0,"[1.2846012115478516, 2.416471481323242, 0.003000006079673767]","[1.3596012592315674, 5.883528709411621, 0.003000006079673767]","[1.3221012353897095, 4.150000095367432, 0.003000006079673767]","[0.07500004768371582, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_5,MESH,OTHER,Cube.219,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[3.966303825378418, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[3.966303825378418, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_5Action,0,0,"[3.9288039207458496, 2.416471481323242, 0.003000006079673767]","[4.003803730010986, 5.883528709411621, 0.003000006079673767]","[3.966303825378418, 4.150000095367432, 0.003000006079673767]","[0.07499980926513672, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_6,MESH,OTHER,Cube.220,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[6.610506534576416, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[6.610506534576416, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_6Action,0,0,"[6.573006629943848, 2.416471481323242, 0.003000006079673767]","[6.648006439208984, 5.883528709411621, 0.003000006079673767]","[6.610506534576416, 4.150000095367432, 0.003000006079673767]","[0.07499980926513672, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_HParking_Row1_Divider_7,MESH,OTHER,Cube.221,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[9.254709243774414, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[9.254709243774414, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]",0,0,HERO_HParking_Row1_Divider_7Action,0,0,"[9.217208862304688, 2.416471481323242, 0.003000006079673767]","[9.29220962524414, 5.883528709411621, 0.003000006079673767]","[9.254709243774414, 4.150000095367432, 0.003000006079673767]","[0.07500076293945312, 3.467057228088379, 0.0]",0.184254289973095,False
HERO_LampArm_0,MESH,CHARACTER,Cylinder.017,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.22226619720459, 2.329782247543335, 5.278862953186035]","[1.5707963705062866, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-5.22226619720459, 2.329782247543335, 5.278862953186035]","[0.0, 0.0, 0.0]",0,0,HERO_LampArm_0Action,0,0,"[-5.247871398925781, 2.009782314300537, 5.252862930297852]","[-5.196660995483398, 2.649782180786133, 5.304862976074219]","[-5.22226619720459, 2.329782247543335, 5.278862953186035]","[0.05121040344238281, 0.6399998664855957, 0.05200004577636719]",0.0,False
HERO_LampArm_1,MESH,CHARACTER,Cylinder.019,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.271664142608643, 2.333653688430786, 5.278862953186035]","[1.5707963705062866, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]","[5.271664142608643, 2.333653688430786, 5.278862953186035]","[0.0, 0.0, 0.0]",0,0,HERO_LampArm_1Action,0,0,"[5.2333807945251465, 2.0128896236419678, 5.252862930297852]","[5.309947490692139, 2.6544177532196045, 5.304862976074219]","[5.271664142608643, 2.333653688430786, 5.278862953186035]","[0.07656669616699219, 0.6415281295776367, 0.05200004577636719]",0.0,False
HERO_LampFixture_0,MESH,OTHER,Cube.223,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.22226619720459, 1.9897819757461548, 5.278862953186035]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-5.22226619720459, 1.9897819757461548, 5.278862953186035]","[0.0, 0.0, 0.0]",2,0,HERO_LampFixture_0Action,0,0,"[-5.642266273498535, 1.819782018661499, 5.218863010406494]","[-4.8022661209106445, 2.1597819328308105, 5.338862895965576]","[-5.22226619720459, 1.9897819757461548, 5.278862953186035]","[0.8400001525878906, 0.3399999141693115, 0.11999988555908203]",0.0,False
HERO_LampFixture_1,MESH,OTHER,Cube.225,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.258172035217285, 1.9939212799072266, 5.278862953186035]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]","[5.258172035217285, 1.9939212799072266, 5.278862953186035]","[0.0, 0.0, 0.0]",2,0,HERO_LampFixture_1Action,0,0,"[4.831756591796875, 1.807388424873352, 5.218863010406494]","[5.684587478637695, 2.1804542541503906, 5.338862895965576]","[5.258172035217285, 1.9939212799072266, 5.278862953186035]","[0.8528308868408203, 0.3730658292770386, 0.11999988555908203]",0.0,False
HERO_LampGlass_0,MESH,OTHER,Cube.224,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.22226619720459, 1.9897819757461548, 5.238862991333008]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-5.22226619720459, 1.9897819757461548, 5.238862991333008]","[0.0, 0.0, 0.0]",2,0,HERO_LampGlass_0Action,0,0,"[-5.582266330718994, 1.8597819805145264, 5.224863052368164]","[-4.8622660636901855, 2.119781970977783, 5.252862930297852]","[-5.22226619720459, 1.9897819757461548, 5.238862991333008]","[0.7200002670288086, 0.25999999046325684, 0.0279998779296875]",0.0,False
HERO_LampGlass_1,MESH,OTHER,Cube.226,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.258172035217285, 1.9939212799072266, 5.238862991333008]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]","[5.258172035217285, 1.9939212799072266, 5.238862991333008]","[0.0, 0.0, 0.0]",2,0,HERO_LampGlass_1Action,0,0,"[4.893296718597412, 1.8497378826141357, 5.224863052368164]","[5.623047351837158, 2.1381046772003174, 5.252862930297852]","[5.258172035217285, 1.9939212799072266, 5.238862991333008]","[0.7297506332397461, 0.28836679458618164, 0.0279998779296875]",0.0,False
HERO_LampPole_0,MESH,OTHER,Cylinder.016,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-5.22226619720459, 2.649782180786133, 2.6394314765930176]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-5.22226619720459, 2.649782180786133, 2.6394314765930176]","[0.0, 0.0, 0.0]",0,0,HERO_LampPole_0Action,0,0,"[-5.267266273498535, 2.6047821044921875, 0.0]","[-5.1772661209106445, 2.694782257080078, 5.278862953186035]","[-5.22226619720459, 2.649782180786133, 2.6394314765930176]","[0.09000015258789062, 0.09000015258789062, 5.278862953186035]",0.0,False
HERO_LampPole_1,MESH,OTHER,Cylinder.018,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[5.28436279296875, 2.6534018516540527, 2.6394317150115967]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]","[5.28436279296875, 2.6534018516540527, 2.6394317150115967]","[0.0, 0.0, 0.0]",0,0,HERO_LampPole_1Action,0,0,"[5.237612724304199, 2.606651544570923, 2.384185791015625e-07]","[5.331112861633301, 2.7001521587371826, 5.278862953186035]","[5.28436279296875, 2.6534018516540527, 2.6394314765930176]","[0.09350013732910156, 0.09350061416625977, 5.278862953186035]",2.384185791015625e-07,False
