name,type,category,data_name,collections,parent,parent_type,hide_viewport,hide_render,visible_get,location,rotation_euler,scale,modifier_count,constraint_count,vertex_group_count,material_slots,action,driver_count,nla_track_count
HERO_HParking_Row1_Divider_6,MESH,ENVIRONMENT_EFFECT,Cube.220,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[6.610506534576416, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_ParkingLinePaint,HERO_HParking_Row1_Divider_6Action,0,0
HERO_HParking_Row1_Divider_7,MESH,ENVIRONMENT_EFFECT,Cube.221,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[9.254709243774414, 4.150000095367432, 0.18725429475307465]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_ParkingLinePaint,HERO_HParking_Row1_Divider_7Action,0,0
HERO_LampArm_0,MESH,CHARACTER,Cylinder.017,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-5.22226619720459, 2.329782247543335, 5.278862953186035]","[1.5707963705062866, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampArm_0Action,0,0
HERO_LampArm_1,MESH,CHARACTER,Cylinder.019,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[5.271664142608643, 2.333653688430786, 5.278862953186035]","[1.5707963705062866, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampArm_1Action,0,0
HERO_LampFixture_0,MESH,ENVIRONMENT_EFFECT,Cube.223,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-5.22226619720459, 1.9897819757461548, 5.278862953186035]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampFixture_0Action,0,0
HERO_LampFixture_1,MESH,ENVIRONMENT_EFFECT,Cube.225,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[5.258172035217285, 1.9939212799072266, 5.278862953186035]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampFixture_1Action,0,0
HERO_LampGlass_0,MESH,ENVIRONMENT_EFFECT,Cube.224,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-5.22226619720459, 1.9897819757461548, 5.238862991333008]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_LampGlassAmber,HERO_LampGlass_0Action,0,0
HERO_LampGlass_1,MESH,ENVIRONMENT_EFFECT,Cube.226,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[5.258172035217285, 1.9939212799072266, 5.238862991333008]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_LampGlassAmber,HERO_LampGlass_1Action,0,0
HERO_LampPole_0,MESH,ENVIRONMENT_EFFECT,Cylinder.016,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-5.22226619720459, 2.649782180786133, 2.6394314765930176]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampPole_0Action,0,0
HERO_LampPole_1,MESH,ENVIRONMENT_EFFECT,Cylinder.018,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[5.28436279296875, 2.6534018516540527, 2.6394317150115967]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_LampPostDarkMetal,HERO_LampPole_1Action,0,0
HERO_Rooftop_HVAC_0,MESH,ENVIRONMENT_EFFECT,Cube.191,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-8.194244384765625, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_HVAC_0Action,0,0
HERO_Rooftop_HVAC_1,MESH,ENVIRONMENT_EFFECT,Cube.192,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-2.560701370239258, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_HVAC_1Action,0,0
HERO_Rooftop_HVAC_2,MESH,ENVIRONMENT_EFFECT,Cube.193,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[3.0728416442871094, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_HVAC_2Action,0,0
HERO_Rooftop_HVAC_3,MESH,ENVIRONMENT_EFFECT,Cube.194,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[8.706384658813477, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_HVAC_3Action,0,0
HERO_Rooftop_Vent_0,MESH,ENVIRONMENT_EFFECT,Cylinder.008,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-7.693237781524658, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_Vent_0Action,0,0
HERO_Rooftop_Vent_1,MESH,ENVIRONMENT_EFFECT,Cylinder.009,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-2.059694528579712, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_Vent_1Action,0,0
HERO_Rooftop_Vent_2,MESH,ENVIRONMENT_EFFECT,Cylinder.010,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[3.5738484859466553, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_Vent_2Action,0,0
HERO_Rooftop_Vent_3,MESH,ENVIRONMENT_EFFECT,Cylinder.011,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[9.207391738891602, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_RooftopHVAC,HERO_Rooftop_Vent_3Action,0,0
HERO_Sidewalk_ExpansionJoint_X_1,MESH,ENVIRONMENT_EFFECT,Cube.198,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_1Action,0,0
HERO_Sidewalk_ExpansionJoint_X_2,MESH,ENVIRONMENT_EFFECT,Cube.199,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_2Action,0,0
HERO_Sidewalk_ExpansionJoint_X_3,MESH,ENVIRONMENT_EFFECT,Cube.200,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_3Action,0,0
HERO_Sidewalk_ExpansionJoint_X_4,MESH,ENVIRONMENT_EFFECT,Cube.201,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_4Action,0,0
HERO_Sidewalk_ExpansionJoint_X_5,MESH,ENVIRONMENT_EFFECT,Cube.202,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_5Action,0,0
HERO_Sidewalk_ExpansionJoint_X_6,MESH,ENVIRONMENT_EFFECT,Cube.203,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_6Action,0,0
HERO_Sidewalk_ExpansionJoint_X_7,MESH,ENVIRONMENT_EFFECT,Cube.204,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,HERO_MAT_SidewalkGroove,HERO_Sidewalk_ExpansionJoint_X_7Action,0,0
HERO_Sidewalk_WideTop,MESH,ENVIRONMENT_EFFECT,Cube.195,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 21.528799057006836, 0.019999999552965164]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_SidewalkConcrete,HERO_Sidewalk_WideTopAction,0,0
HERO_Storefront_CenterMullion_0,MESH,ENVIRONMENT_EFFECT,Cube.169,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_CenterMullion_0Action,0,0
HERO_Storefront_CenterMullion_3,MESH,ENVIRONMENT_EFFECT,Cube.190,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_CenterMullion_3Action,0,0
HERO_Storefront_ContinuousBottomFrame,MESH,ENVIRONMENT_EFFECT,Cube.059,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 23.834999084472656, 0.05999999865889549]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_ContinuousBottomFrameAction,0,0
HERO_Storefront_ContinuousTopFrame,MESH,ENVIRONMENT_EFFECT,Cube.058,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 23.834999084472656, 3.9316530227661133]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_ContinuousTopFrameAction,0,0
HERO_Storefront_LeftVertical_0,MESH,ENVIRONMENT_EFFECT,Cube.119,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_LeftVertical_0Action,0,0
HERO_Storefront_LeftVertical_1,MESH,ENVIRONMENT_EFFECT,Cube.171,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_LeftVertical_1Action,0,0
HERO_Storefront_LeftVertical_2,MESH,ENVIRONMENT_EFFECT,Cube.179,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_LeftVertical_2Action,0,0
HERO_Storefront_LeftVertical_3,MESH,ENVIRONMENT_EFFECT,Cube.187,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_LeftVertical_3Action,0,0
HERO_Storefront_MidHorizontal_0,MESH,ENVIRONMENT_EFFECT,Cube.133,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_MidHorizontal_0Action,0,0
HERO_Storefront_MidHorizontal_1,MESH,ENVIRONMENT_EFFECT,Cube.173,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_MidHorizontal_1Action,0,0
HERO_Storefront_MidHorizontal_2,MESH,ENVIRONMENT_EFFECT,Cube.181,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_MidHorizontal_2Action,0,0
HERO_Storefront_MidHorizontal_3,MESH,ENVIRONMENT_EFFECT,Cube.189,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_MidHorizontal_3Action,0,0
HERO_Storefront_RightVertical_0,MESH,ENVIRONMENT_EFFECT,Cube.126,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_RightVertical_0Action,0,0
HERO_Storefront_RightVertical_1,MESH,ENVIRONMENT_EFFECT,Cube.172,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[-0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_RightVertical_1Action,0,0
HERO_Storefront_RightVertical_2,MESH,ENVIRONMENT_EFFECT,Cube.180,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_RightVertical_2Action,0,0
HERO_Storefront_RightVertical_3,MESH,ENVIRONMENT_EFFECT,Cube.188,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_ConjoinedBlackMetalFrames,HERO_Storefront_RightVertical_3Action,0,0
HERO_StoreMall_DeepBody,MESH,CHARACTER,Cube.050,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 27.0, 2.886878252029419]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_StoreStucco,HERO_StoreMall_DeepBodyAction,0,0
HERO_StoreMall_FlatRoof,MESH,ENVIRONMENT_EFFECT,Cube.056,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 27.0, 5.966214656829834]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_FlatRoof,HERO_StoreMall_FlatRoofAction,0,0
HERO_StoreMall_FrontParapet,MESH,ENVIRONMENT_EFFECT,Cube.057,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.0, 23.920000076293945, 6.488602161407471]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,HERO_MAT_StoreStucco,HERO_StoreMall_FrontParapetAction,0,0
HERO_Underglow_FrontHiddenStrip,MESH,ENVIRONMENT_EFFECT,Cube.054,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-0.41960203647613525, 3.3008735179901123, 0.19275429844856262]","[0.0, -0.0, 0.47500112652778625]","[0.5365940928459167, 1.0, 1.0]",2,0,0,HERO_MAT_CyanUnderglow,HERO_Underglow_FrontHiddenStripAction,0,0
HERO_Underglow_RearHiddenStrip,MESH,ENVIRONMENT_EFFECT,Cube.055,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-2.4541354179382324, 7.081831932067871, 0.19275429844856262]","[0.0, -0.0, 0.4497731029987335]","[0.5107965469360352, 1.0, 1.0]",2,0,0,HERO_MAT_CyanUnderglow,HERO_Underglow_RearHiddenStripAction,0,0
L.Eye,MESH,CHARACTER,Sphere.019,Main Model,,OBJECT,False,False,True,"[0.1776907742023468, -0.34317445755004883, 2.2559003829956055]","[-0.2922254502773285, -0.08434820920228958, -0.05302854999899864]","[0.07299443334341049, 0.049894388765096664, 0.0726293995976448]",1,0,0,Material.001,L.EyeAction,0,0
Large Trash Can,EMPTY,OTHER,,PROPS,,OBJECT,False,False,True,"[0.0, 23.24567222595215, 0.0]","[0.0, 0.0, 0.0]","[1.524537205696106, 1.524537205696106, 1.524537205696106]",0,0,0,,Large Trash CanAction,0,0
Lid Pins.001,MESH,OTHER,Mesh.019,PROPS,Large Trash Can,OBJECT,False,False,True,"[-4.548223131450868e-09, 0.41747763752937317, 1.1111980676651]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Can.001,Lid Pins.001Action,0,0
Lid.001,MESH,OTHER,Mesh.017,PROPS,Large Trash Can,OBJECT,False,False,True,"[0.0005004405975341797, 0.41747763752937317, 1.1111980676651]","[0.0, -0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Can.002,Lid.001Action,0,0
Lightning,MESH,ENVIRONMENT_EFFECT,Cylinder,06_LIGHTING_REFLECTIONS,,OBJECT,False,False,True,"[-165.854248046875, -0.04423290491104126, 25.995426177978516]","[-0.06298112869262695, -0.06298112869262695, -0.06298112869262695]","[0.937018871307373, 0.937018871307373, 0.937018871307373]",1,1,0,Material.022,CylinderAction,0,0
Lowerpoly hoodie,MESH,CHARACTER,SACKBOY_Hoodie_Main_Mesh.002,HOODIE,,OBJECT,False,False,True,"[0.016639718785881996, -0.04106549173593521, 0.35124439001083374]","[0.0, 0.0, 0.0]","[3.5949368476867676, 3.4283840656280518, 2.253058671951294]",0,0,0,Cloth Black.004 | Cloth Black.004 | Cloth Black.004 | Material107852.002 | Material118001.002,Lowerpoly hoodieAction,0,0
Mball.008,MESH,OTHER,Mesh.001,SAME_NAME_Mball,177d920ddde57c74f8e1ef18863ab511,OBJECT,False,False,True,"[0.1273372620344162, -0.03058629110455513, 2.0140700340270996]","[0.0, -0.0, 0.0]","[0.004037804901599884, 0.004037804901599884, 0.004037804901599884]",1,0,0,no parking_Rusty painted metal,Mball.008Action,0,0
Mball.011,MESH,OTHER,Mesh,SAME_NAME_Mball,Plane.023,OBJECT,False,False,True,"[-0.02272433042526245, -0.005907662212848663, 0.025406330823898315]","[0.0, -0.0, 0.0]","[0.0058312551118433475, 0.0058312551118433475, 0.0058312551118433475]",1,0,0,no parking_Procedural Metal 01,Mball.011Action,0,0
Mountains,MESH,ENVIRONMENT_EFFECT,Plane.001,ENVIRONMENT_AND_PARKING,,OBJECT,False,False,True,"[0.05421638488769531, 22.606260299682617, -25.26473045349121]","[0.0, 0.0, 0.0]","[526.6121215820312, 526.6121215820312, 526.6121215820312]",0,0,0,Material.021,MountainsAction,0,0
No Parking Sign,EMPTY,ENVIRONMENT_EFFECT,,PROPS,,OBJECT,False,False,True,"[-10.828648567199707, 19.20541000366211, 0.060146719217300415]","[0.0, 0.0, 0.0]","[0.5581512451171875, 0.5581512451171875, 0.5581512451171875]",0,0,0,,No Parking SignAction,0,0
Plane,MESH,OTHER,Plane,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,PlaneAction,0,0
Plane.001,MESH,CHARACTER,Plane.036,Shoes,Shoes,OBJECT,False,False,True,"[-0.2202046662569046, 0.6408016085624695, 0.3217954933643341]","[0.0, -0.0, 1.4835299253463745]","[2.5295095443725586, 4.72477388381958, 3.182590961456299]",0,0,0,Rubber Black | Cloth Black | Cloth Black | Shoes_Metal.001 | Cloth Black | Cloth Black | Rubber Black,Plane.001Action,0,0
Plane.002,MESH,OTHER,Plane.002,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.002Action,0,0
Plane.003,MESH,OTHER,Plane.003,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.003Action,0,0
Plane.004,MESH,OTHER,Plane.004,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002 | Plastic,Plane.004Action,0,0
Plane.005,MESH,OTHER,Plane.005,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002 | Plastic,Plane.005Action,0,0
Plane.006,MESH,OTHER,Plane.006,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.006Action,0,0
Plane.007,MESH,OTHER,Plane.007,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.007Action,0,0
Plane.008,MESH,OTHER,Plane.008,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002 | Plastic,Plane.008Action,0,0
Plane.009,MESH,OTHER,Plane.009,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.009Action,0,0
Plane.010,MESH,OTHER,Plane.011,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.010Action,0,0
Plane.011,MESH,OTHER,Plane.012,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Car paint,Plane.011Action,0,0
Plane.012,MESH,OTHER,Plane.013,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.012Action,0,0
Plane.013,MESH,OTHER,Plane.014,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.013Action,0,0
Plane.014,MESH,OTHER,Plane.010,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.014Action,0,0
Plane.015,MESH,OTHER,Plane.016,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.015Action,0,0
Plane.016,MESH,OTHER,Plane.019,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.016Action,0,0
Plane.017,MESH,OTHER,Plane.020,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.017Action,0,0
Plane.018,MESH,OTHER,Plane.022,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.018Action,0,0
Plane.019,MESH,OTHER,Plane.023,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.019Action,0,0
Plane.020,MESH,OTHER,Plane.044,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.020Action,0,0
Plane.021,MESH,OTHER,Plane.045,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.021Action,0,0
Plane.022,MESH,CHARACTER,Plane.051,Shoes,Shoes,OBJECT,False,False,True,"[0.4448852837085724, 0.6350650191307068, 0.3217954933643341]","[3.1415927410125732, -0.0, -1.4835296869277954]","[-2.5295097827911377, -4.72477388381958, -3.182590961456299]",2,0,0,Rubber Black | Cloth Black | Cloth Black | Shoes_Metal.001 | Cloth Black | Cloth Black | Rubber Black,Plane.022Action,0,0
Plane.023,MESH,OTHER,Plane.025,PROPS,No Parking Sign,OBJECT,False,False,True,"[-5.587935669737476e-10, 1.8626451769865326e-10, 0.005405902862548828]","[0.0, -0.0, 0.0]","[1.0, 1.0, 1.0]",4,0,0,no parking_Procedural Metal 01,Plane.023Action,0,0
Plane.024,MESH,OTHER,Plane.040,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Glass,Plane.024Action,0,0
